登番,名前,読み,性別,養成期,25後期,25前期,24後期,24前期,23後期,23前期,22後期,22前期,21後期,21前期,20後期,20前期,19後期,19前期,18後期,18前期,17後期,17前期,16後期,16前期,15後期,15前期,14後期,14前期,13後期,13前期,12後期,12前期,11後期,11前期,10後期,10前期,09後期,09前期,08後期,08前期,07後期,07前期,06後期,06前期,05後期,05前期,04後期,04前期,03後期,03前期,02後期,02前期,01後期,01前期,00後期
3354,小林茂幸,コバヤシ　シゲユキ,1,62,,,,,,,,,,,,,,,,,,,,,,,,B1,A2,B1,B1,A2,B1,B1,B1,B1,A2,B1,A2,B1,A2,A2,A2,A1,A2,A2,A2,A2,A2,A1,A2,A1,A2,A1,A1
3355,橋谷田佳織,ハシヤダ　カオリ,2,62,B2,B2,B2,B2,B2,B1,B1,B1,B1,B1,B1,B1,B1,B1,B2,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,A2,B1,B1,A2
3357,福島陽子,フクシマ　ヨオコ　,2,62,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,A2,B1,A2,A2,A2,A2,B1,A2,A2,A2,A2,B1,B1,A2,B1,A2,A2,B1,B1,B1,B1,A2,A2,B1,B1,A2,A2,A2,A2,B1,B1,B1
3358,桑原明,クワハラ　アキラ　,1,62,,,,,,,,,,,,,,B2,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,A2,A1,B1,B1,A2,B1,B1,B1
3359,小松里香,コマツ　リカ,2,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B2,B2,B2,B2,B1,B1,B2,B2
3360,原田富士男,ハラダ　フジオ,1,62,,,,,,,,,,,,A1,A2,A2,A2,A2,A1,A1,A2,A2,A1,A1,A1,A2,A1,A1,A1,A1,A2,A1,A2,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1
3361,岡部浩,オカベ　ヒロシ　,1,62,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,A2,B1,B1,A2,B1,B1,B1,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,B1,A2,B1,A2,A2,A1,A2,A2,A1,A2,A1,A2,A1,A1,A2,A2,A2,A1,A2
3362,間嶋仁志,マシマ　ヒトシ,1,62,A2,B1,A2,A1,A2,A2,A1,A2,A2,A1,A1,A2,A1,A1,A2,A1,A2,A1,A1,A2,A2,A1,A1,A1,A1,A1,A1,A2,A1,A1,A1,A1,A1,A1,A1,A1,A2,A1,A2,A1,A1,A2,A2,A2,A1,A2,A2,A2,A1,A1,A1
3363,豊村功,トヨムラ　イサオ,1,63,,,,,,,,,,,,,,,,,B1,B2,B1,B2,B1,B2,B1,B2,B1,B2,B2,B2,B2,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B2,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1
3365,野田貴博,ノダ　タカヒロ　,1,63,,,,,,,,,,,,,B1,B1,B1,B1,B1,B1,B1,B1,B1,B2,B2,B1,B1,B1,B1,B1,B1,B1,B1,B1,A2,B1,A2,A2,A2,A2,A2,A2,A1,A1,A2,B1,A1,A1,A1,A1,A1,A2,A1
3367,杉浦良行,スギウラ　ヨシユキ,1,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B1,B1,B1,B1,B2,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1
3368,新名文博,ニイナ　フミヒロ,1,63,,,,,,,,,,,,,,,,,,,,,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,A2,A2,A2,B1,A2,B1,B1,B1,B1,A2,B1,B1
3369,筧由寛,カケイ　ヨシヒロ,1,63,,,,,,,,,,,,,,,,,,,,,,,,,,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1
3370,坪内実,ツボウチ　ミノル,1,63,B1,B1,B1,B1,B2,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,A2,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1
3372,加藤雅之,カトウ　マサユキ　,1,63,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,A2,B1,A2,B1,B1,A2,B1,B1,B1,A2,A2,A2,A1
3373,黒瀬三幸,クロセ　ミツユキ　,1,63,,,,,,,,,,,,,,,,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,A2,B1,B1,A2,B1,B1,B1,A2,A2,A2,A2,A2,B1,A1,B1,A2,B1,A2,B1,A2,A2
3374,林明治,ハヤシ　アキハル,1,63,,,,,,,,,,,,,,,,,,,,B1,B1,B1,B1,B2,B2,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,A2,B1,A2,B1,B1,B1,B1,B1,B1,B1,A2,A2,B1,A2,A1
3376,萩原善行,ハギワラ　ヨシユキ　,1,63,,,,,,,,,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B2,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1
3377,塚田修二,ツカダ　シユウジ　,1,63,B2,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B2,B1,B1,A2,B1,B1,B1,B1,B1,B1,A2,A2,B1,A2,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,A2,B1
3378,八木富重,ヤギ　トミシゲ,1,63,,,,,,,,,,,,,,,,,,,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,A2,B1,B1,B1,B1
3379,打越晶,ウチコシ　アキラ　,1,63,,,,,,,,,,,,,,B2,A2,A1,A1,A1,A1,A1,A1,A1,A2,A2,A2,A2,A2,A2,A2,A1,A2,A2,A1,A1,A2,A2,A1,A1,A1,A1,A1,A1,A1,A1,A1,A2,A1,A1,A2,A1,A1
3380,田中雅文,タナカ　マサフミ,1,63,,,,,,,,,,,,,,,,,,,,,,,B2,B2,B1,B2,B2,B1,B2,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1
3381,滝沢芳行,タキザワ　ヨシユキ　,1,63,B1,A2,B1,A2,B1,B1,B1,B1,B1,A2,B1,B2,A2,A1,A1,A2,A2,A2,A1,A2,A2,A2,A1,A1,A1,A1,A2,A1,A1,A1,A1,A2,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A2,A1,A1,A1,A1,A1,A1,A1,A2
3382,岩谷真,イワヤ　マコト,1,63,,,,,,B2,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B2,B1,B1,A2,A2,A2,B1,A1,A2,A2,B1,A2,A2,A2,A2,A2,A2,A2,B1,A2,B1,A2,A2,A2,A2,A2,B1,A2,A2,B1,B1,A2,A2,A2,B1
3383,濱西惠美,ハマニシ　メグミ,2,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B2,B2,B2,B2
3385,渡邉睦広,ワタナベ　ノブヒロ,1,63,B1,A2,A2,A2,B1,A2,B1,A2,A1,A1,A1,A2,A2,A1,A2,A2,A1,A1,A1,A2,A1,A2,A2,A2,B1,A2,B1,A2,A1,A2,A2,A2,A2,A2,A2,B1,A2,A2,A2,B1,A2,A2,B1,B1,A2,A2,A2,A2,A2,A1,A2
3388,今垣光太郎,イマガキ　コウタロウ,1,63,A1,A1,A2,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,B2,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1
3389,越智宣恵,オチ　ノリエ,2,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B1,B1,B2,B1,B1,B1,B1,B1,B1
3390,十河伸吉,ソゴウ　ノブヨシ,1,64,,,,,,,,,,,,,,,,,,,,,,,,B1,B1,B1,B1,B1,B2,B1,B1,B1,B1,B1,B1,B1,B2,B1,B1,B1,B1,B1,B1,B1,B1,B1,A2,B1,A2,B1,B1
3391,鈴木茂正,スズキ　シゲマサ　,1,64,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,A2,A2,A2,A2,A1,A2,A1,A1,A1,A1,A1,A2,A1,A1,A1,A2,A1,A1,A1,A2,A1,A1,A1,A2,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1
3392,小森信雄,コモリ　ノブオ　,1,64,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,A2,B1,B1,B1,B1,B1,A2,B1,A2,B1,A2,A2,B1,B2
3393,行谷吉範,ナメガヤ　ヨシノリ　,1,64,,,,,,,,,,,,B1,B2,B1,B1,B1,B2,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B2,B2,B1,B1,B1,B1,B1,B1,A2,A2,B1,B1,B1,B1,B1,B1,B1,B1
3394,宮内博文,ミヤウチ　ヒロフミ,1,64,,,,,,,,,,,,,,,,,,,,,,,,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1
3396,海老原孝志,エビハラ　タカシ,1,64,,,,,,,,,,,,,,,,,,,,B2,B2,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,A2,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1
3397,沖本健二,オキモト　ケンジ,1,64,,,,,,,,,,,,,,B1,B1,B1,B1,B1,B2,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,A2,A2,A2,B1,A2,A2,A2,A2,A2,A2,A2
3398,有田岳,アリタ　タカシ,1,64,,,,,,,,,,,B1,B1,B1,B2,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B2,B1,B1,B1,B1,B1,B1,B1
3400,樋江井愼祐,ヒエイ　マサヒロ　,1,64,,,B1,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,A2,B1,A2,B1,A2,B1,A2,A2,B1,B2
3401,上田隆章,ウエタ　タカアキ　,1,64,B1,B1,B1,B1,B1,A2,A2,B1,B1,B1,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A1,A2,A2,A2,A2,A2,A2,A1,A2,A2,A1,A2,A1,A1,A2,A1,A1,A1,A1,A1,A2,A2,A1,A1,B1,A2,A2,A2,B1
3402,原拓民,ハラ　タクミ,1,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,B2,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B2,B1,B1,B1,B1,B1
3404,矢崎誠一,ヤザキ　セイイチ,1,64,,,,,,,,,,,,,,,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1
3405,辺見新治,ヘンミ　シンジ,1,64,,,,,,,,,,,,,,,,,,,,,,B2,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1
3406,中里英夫,ナカザト　ヒデオ　,1,64,A2,B1,A2,B1,A2,A2,B1,A2,A2,B1,A1,A2,A2,A1,A2,A2,A1,A2,A1,A1,A1,A2,A2,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A2,A1,A1,A1,A1,A1,A2,A1,A1,A1,A1,A1,A1
3407,道見数成,ミチミ　カズナリ,1,64,,,,,,,,,,,,,,B1,B1,B1,B1,B1,B2,B1,B1,B1,B1,B2,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,A2,B1,B1,B1,B1
3408,大貫英治,オオヌキ　ヒデハル　,1,64,,,,,,,,,,,,,,B2,B1,B2,B1,B2,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,A2,B1,B1,B1,B1,A2,B1
3409,三好一,ミヨシ　ハジメ　,1,64,,,,,,,,,B1,B1,B1,B1,B1,A2,A2,B1,B1,A2,A2,B1,A2,A2,A1,A2,A2,B1,A2,A2,A2,B1,B1,B1,A2,A2,A2,A2,A2,A1,A1,A1,A1,A1,A2,B1,A1,A2,A1,A1,A1,A1,A2
3411,池上隆行,イケガミ　タカユキ　,1,64,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,A2,B1,B1,B1,B1,A2,B1,A2,A2,B1,B1,B1,B1,A2,B1,A2,A2,B1,B1,B1,B1,B1,B1,B1,B1,B1
3412,鈴木博,スズキ　ヒロシ　,1,64,A1,A1,A2,A1,A2,A1,A1,A1,A2,A2,A2,A1,A2,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A2,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1
3413,吉村重行,ヨシムラ　シゲユキ,1,64,,,,,,,,,,,,,,,,,,,,,,B2,B1,B1,B1,B2,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1
3414,加瀬智宏,カセ　トモヒロ,1,64,B1,B1,B1,B1,A2,B1,A2,A2,A2,A2,A2,A2,A2,A2,A1,A2,A2,A2,A1,A1,A1,A1,A1,A2,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A2,A2,A2,A1,A2,A1,A2,A2,A1,A2,A1,A1,A1,A1,A1,A1,A1
3415,松井繁,マツイ　シゲル　,1,64,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1
3417,河相秀行,カアイ　ヒデユキ,1,64,,,,,,,,,,,,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,A2,B1,B1,B1,A2,B1,B1
3418,海野八重子,ウンノ　ヤエコ,2,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B2,B2,B1,B2,B1,B2,B2,B2
3419,栗原謙治,クリハラ　ケンジ,1,64,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,A2,B1,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A1,A1,A1,A1,A1,A1,A1
3420,荒金順,アラカネ　ジユン,1,64,,,,,,,,,,,,,,,,,,,,,,,,,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1
3422,服部幸男,ハツトリ　ユキオ　,1,64,A1,A1,A1,A1,A1,A1,A1,A2,A1,B1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,B2,A1,A1,A1,A1,A1,A1,A1,A1,A1
3424,松浦努,マツウラ　ツトム　,1,65,,,,,B1,B2,B2,B2,B1,B1,B1,B2,B2,B2,B2,B2,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,A2,A2,A2,A2,A2,B1,B1,A2,B1,A2,A2,B1,B1
3425,中谷有希,ナカタニ　ユウキ　,1,65,,,,,,,,,,,,B2,B2,B2,B2,B2,B1,B2,B1,B1,B1,B2,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,A2,A2,B1,A2,B1,B1,B1,B1
3426,金子勝利,カネコ　カツトシ,1,65,,,,,,,,,,,,,,,,,,,,B2,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,A2,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,A2,A2
3427,大賀広幸,オオガ　ヒロユキ,1,65,,B1,A2,A2,A2,A2,A1,B1,A2,A2,A2,A2,A2,A2,A1,A1,A1,A1,A2,A1,A1,A1,A1,A1,B1,B1,B2,B2,B2,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1
3428,吉岡政浩,ヨシオカ　マサヒロ,1,65,,,,,,,,,,,,,,,,,,,,,,,,B1,B1,B1,B1,B1,B1,A2,A2,B1,A1,A2,A2,A2,A1,A2,A1,A1,A1,A1,A1,A1,A2,A1,A1,A2,A2,A2,A2
3430,角浜修,カクハマ　オサム　,1,65,B1,B1,B1,B1,B1,B1,A2,A2,B1,B1,B1,A2,B1,B1,B1,A2,B1,A2,A2,B1,B1,A2,B2,B2,A2,A2,A2,A1,A2,A2,A1,A1,A2,A2,A1,A1,A2,A2,A1,A1,A2,A2,A1,A1,A1,A2,A2,A1,A1,A1,A1
3431,阿部雅子,アベ　マサコ,2,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B1,B1,B1,B1,B1,B1,B1,B2,B2,B2,B2,B2
3432,宮迫暢彦,ミヤサコ　ノブヒコ　,1,65,B1,B1,A2,A2,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A1,A2,A2,A1,A2,A2,A2,A1,A2,B1,A2,A2,A2,A2,A2,B1,A2,A1
3433,諏訪忠宏,スワ　タダヒロ　,1,65,,,,,,,,,,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1
3434,松尾宣邦,マツオ　ノブクニ,1,65,B1,B1,B1,B1,B1,B1,B1,A2,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,A2,B1,B1,A2,B1,B1,A2,A2,A2,A2,A2,A2,B1,B1,B1,A2,B1,A1,A2,A1,A2,A1,A2,A1,A2,A2,A2,A2,A2,A2,A2
3435,寺田千恵,テラダ　チエ,2,65,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,B2,B2,B2,A1,A1,A1,A1
3436,柏野幸二,カシノ　コウジ　,1,65,B1,A2,A2,A2,A2,A1,A2,A2,B1,A1,A1,A1,A2,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A2,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1
3438,須田秀一,スダ　シユウイチ,1,65,,,,,,,,,,,,,,,,,,,,,,,B1,B1,B1,B1,B1,A2,A2,B1,B1,B1,A2,A2,A2,B1,B1,B1,B1,B1,A2,B1,A2,A2,A2,A2,B1,A2,B1,B1,B1
3439,大平誉史明,オオヒラ　ヨシアキ,1,65,B1,B1,A2,A2,A1,A2,A2,A2,A2,A2,A2,A1,A1,A2,A1,A1,A1,A1,A2,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A2,A1,A1,A1,A1,A1,A2,A1,A1,A1,A1,A1,A2,A1,A2,A2,A1,A1,A1,A1,A1
3440,大西源喜,オオニシ　ゲンキ,1,65,,,,,,,,,,,,,,,,,,,,B2,B2,A2,B1,A2,A2,A1,A1,A1,A2,A1,A1,A1,A1,A1,A1,A1,A2,A1,A1,A1,A1,A1,B2,A1,A2,A1,A2,A2,A1,A2,A2
3441,土屋太朗,ツチヤ　タロウ,1,65,B1,B1,B1,B1,B1,B1,A2,B1,B1,B1,B1,B1,B1,A2,A2,B1,B1,B1,A2,A2,A1,A1,A2,B1,B1,A2,B1,B1,B1,B1,A2,A1,A2,A2,B1,A1,A1,A1,A2,A2,A2,A2,B1,A1,A2,A1,A1,A1,A1,A1,A1
3442,宮武英司,ミヤタケ　エイジ,1,65,B1,B1,A2,A2,A2,A2,B1,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A1,A2,A2,A1,A1,A1,A2,A1,A1,A1,A2,A1,A1,A1,A2,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A2,A1,A1,A1,A1,A1,A1
3443,森秋光,モリ　アキミツ,1,65,,,,,,B1,A2,A2,A2,A2,B1,B1,B1,B1,B1,A2,A2,A2,A2,A2,A2,A1,A2,A2,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1
3444,香月大介,カツキ　ダイスケ,1,65,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,A2,B1,B1,B1,B1,B1,B1,B1,B1,A2,A2,A2,B1,B1,B1
3445,加藤高史,カトウ　タカシ,1,65,B2,B1,B1,A2,A2,B1,A2,A2,A2,A2,A2,A1,A1,A2,A1,A2,A1,B1,A1,A1,A2,A2,A2,A2,A2,A2,A2,A1,A2,A2,B1,A2,A1,A2,A2,A2,A2,A2,A2,A2,A2,A2,A1,A2,A2,B1,A2,A2,B1,A2,A2
3446,小杉志津江,コスギ　シズエ,2,65,,,,,,,,,,,,,,,,,,B1,B2,B1,B2,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B2,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B2,B2,B2
3447,湯浅康弘,ユアサ　ヤスヒロ,1,65,,,,,,,,,,,,,,,,,,,,,,,,,,B2,B2,B2,B1,B2,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1
3448,高山秀雄,タカヤマ　ヒデオ,1,65,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,A2,B1,B1,A2,A2,B1,A2,A2,A2,A2,A2,A2,A2,B1,A2,A2,A2,B1,A2,A2,A2,A1,A2,A2,A1,A1,A1,A2,A1,A1,A1,A2,A1,A1
3452,吉田徳夫,ヨシダ　ノリオ　,1,65,,,,,,,,,,,,,,,,B1,B1,A2,B1,A2,A2,A2,A2,A2,A2,A2,A2,A1,A1,A1,A1,A2,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1
3453,松本英夫,マツモト　ヒデオ,1,65,,,,,,,,,,,,,,,,,,,,,,B2,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,A2,A2,A2,A2,A2,B1,A2,B1,B1,B1
3454,井川大作,イカワ　ダイサク,1,65,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,A2,B1,B1,A2,A1,A2,A2,A2,A2,A2,B1,A2,A2,A2,A2,A2,A2,A1,A2,A2,A2,A2,A2,B1,B1,A2,A1,A2,A2,A2,B2,A1,A2,A1,A1,A2,A1,A1,A1
3455,谷本幸司,タニモト　コウジ,1,65,B1,B1,B2,B1,A2,A2,B1,A2,B1,B1,B1,A2,A2,A2,A2,B1,B1,B1,B1,B1,B1,A1,A2,B1,B1,A2,B1,A2,B1,A2,A2,B1,B1,A2,B1,A2,A2,B1,A2,A2,A2,A2,A1,A2,A1,A2,A2,A1,A1,A1,A1
3456,松下潤,マツシタ　ジユン,1,65,,,,,,,,,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,A2,B1,A2,A2,B1,A2,B1,B1,B1,B1,B1,A2,B1,A2,B1,A2,A2
3457,篠田智昭,シノダ　トモアキ,1,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,A2,A2,A2,B1
3458,東健介,ヒガシ　ケンスケ,1,66,B1,B1,B1,B1,B1,B1,A2,B1,B1,B1,A2,A2,A2,A2,A2,A2,A2,A2,A2,B1,A2,A2,A2,A2,A2,A1,A2,A2,A1,A2,A1,A1,A2,A2,A2,A2,A2,A1,A1,A1,A1,A2,A2,A2,A2,A2,A2,A1,A1,A2,A1
3459,中野和裕,ナカノ　カズヒロ,1,66,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B2,B1,B1,B1,B1,B1,B1,B1,B1,B1,A2,A2,A2,B1,B1,A2,A2,A2,B1,A2,A2,A2,B1,A2,B1,A2,A2,A1,A2,A2
3460,堤健一,ツツミ　ケンイチ　,1,66,,,,,,,,,,,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,A2,A2,A2,A2,A2,A2,B1,A2,A2,A2,A2,A2,A2,A1,A2,A2,A2,A1,A2,A1,A1
